me, Jess, and Maria at that concert	Video clip of the encore at the Taylor Swift concert, MetLife Stadium, with Jess and Maria. May 2023.	listening to Taylor Swift in the car	video from the Beyonce concert	photos from Jess's birthday party	Liam's 1st birthday party at Grandma's house, with the dinosaur-themed cake, June 2022.	Hiking with Mark and Sarah at Zion National Park in Utah, Spring 2024. Reached the top of Angel's Landing.	The kids carving pumpkins on the kitchen floor for Halloween, October 2023.	Our wedding ceremony at the botanical gardens, June 15, 2022. Sarah looked so beautiful.
a quiet Sunday night with Alex	Cooking pasta together with Alex in our kitchen on a quiet Sunday evening.	baking cookies with Alex	dinner at that Italian restaurant with Alex	watching a movie on the couch with Alex	Video of Mom humming and watering her plants on the balcony on a sunny morning.	Game night with the college crew at Mark's apartment, celebrating his new job, January 2024.	The kids, Alex and Chloe, carving pumpkins on the front porch for Halloween 2023.	Family barbecue for 4th of July at Grandma's house, 2023.
Show me my home improvement photos from last summer	Before and after shots of painting the bedroom wall 'forest green' last summer.	Assembling the new bookshelf for the office	Photos of me gardening in the backyard	Painting the kitchen cabinets white	Grandma Helen's 80th birthday celebration with all the cousins at the community hall, May 2018.	The beautiful homemade pasta I made for our anniversary dinner at home, February 14th, 2024.	The whole family together for Thanksgiving dinner at Grandma's house, November 2022.	Family carving pumpkins on the kitchen table for Halloween 2023.
My sourdough starter and the bread it made	Photo of the sourdough bread I baked that came out perfectly, from my baking phase during winter 2021.	Pictures of the cookies I baked for Christmas	My birthday cake from 2021	The pizza we made from scratch	Video of our son Leo taking his first steps in the living room, around his first birthday.	Me and Dad building the deck in the backyard, summer of 2021.	Mom and Dad's 30th wedding anniversary dinner at The Grand Hotel, with the whole family. August 12, 2022.	Friendsgiving dinner at our apartment with Sarah, Mark, and Emily, November 2023.
Work picnic from this summer	My team from work at the annual company picnic at Liberty State Park, July 2024.	The company holiday party at the hotel downtown	A family picnic at the same park	A long meeting in the main conference room	My daughter Chloe's first steps in the backyard, walking from me to David. May 2024.	Thanksgiving dinner at Grandma's house, November 2023. The whole family was there.	Painting the baby's nursery a light blue color, weekend in May 2023. Me and my partner with rollers and paint trays.	Our cat, Milo, sleeping in a sunbeam on our bed. A quiet Tuesday afternoon.
My presentation at the Chicago conference last year	Me presenting the 'Project Phoenix' update at the annual company conference in Chicago, October 2023.	Team lunch at the office last week	The company holiday party	My presentation from the 2022 conference	Finally finished painting the back deck, Memorial Day weekend 2024.	Our cat, Mittens, napping in a sunbeam on the living room rug.	Me crossing the finish line at the San Francisco Marathon, November 2023.	The kids carving pumpkins on the back porch for Halloween, October 2024.
us on Halloween night 2022	The whole family dressed up in costumes for Halloween, carving pumpkins on the front porch. October 31, 2022.	Christmas morning 2022	the kids at the pumpkin patch	my friends' Halloween party	Team offsite at Lake Tahoe, presenting our Q3 strategy. September 2023.	Video of the fireworks finale at the Coldplay concert, Rose Bowl, September 2023.	The kids, Leo and Mia, having an epic pillow fight in their bedroom on a rainy Saturday afternoon.	My whole family gathered at Grandma's house for Thanksgiving dinner in November 2022.
When we went to Machu Picchu.	Hiking the Inca Trail to Machu Picchu with David and Chloe, Peru, July 2021.	Our beach vacation in Mexico.	City tour of Lima, Peru.	Hiking in Yosemite with my family.	Me and Emily having coffee and pastries at 'The Corner Cafe' on a rainy Saturday morning. April 2024.	Video of my daughter Chloe taking her first steps in the living room, around her first birthday in March 2022.	Making homemade pizza with Dad in the kitchen on a rainy Sunday, February 2024.	Our cat, Mittens, curled up sleeping in a sunbeam on the new blue sofa.
The day I proposed to Jessica in Hawaii	My proposal to Jessica at sunset on Ka'anapali Beach, Maui, May 15, 2024.	Our wedding photos in Maui	Vacation photos from our trip to Florida	Jessica's birthday dinner last May	Group photo with my college friends during our reunion camping trip at Yosemite, August 2023.	Me crossing the finish line at the Chicago Marathon, October 2023. I look exhausted but happy.	Me, Jess, and Alex at the Taylor Swift concert at MetLife Stadium. May 2023.	Celebrating our 10th anniversary dinner at The French Laundry, October 15, 2021.
Photos of Machu Picchu from our vacation	Hiking the Inca Trail to Machu Picchu, Peru with Sarah and Tom, July 2023.	Our beach vacation in Mexico	Ski trip with Sarah and Tom	City tour in Lima, Peru	Me and David slow dancing in the kitchen to our song on our anniversary, June 5th, 2023.	Me working on the vegetable garden in the backyard, planting tomatoes, Spring 2023.	Team offsite at Lake Tahoe, presenting our Q3 strategy. September 2023.	Before and after photos of painting the kitchen cabinets from dark brown to sage green, October 2023.
show us in our kitchen	Cooking pasta together with Alex in our kitchen on a quiet Sunday evening.	baking cookies with Alex	dinner at that Italian restaurant with Alex	watching a movie on the couch with Alex	Presenting the Q3 project results to the team via video conference, September 2023.	Baby Leo's first steps in the kitchen, January 12, 2024. He was walking from the couch to Dad.	Our cat, Mittens, napping inside a cardboard box in the study last spring.	Our black cat, Shadow, sleeping in a sunbeam on the blue rug in the office. Afternoon, Fall 2023.
all of us dressed up for Emily's special day	The whole family dressed up for my cousin Emily's wedding at the botanical gardens, June 2023.	Emily's bachelorette party in Miami	Christmas dinner with the whole family	our visit to the botanical gardens in spring	Friends' game night at Dave's apartment, sometime last winter.	The whole marketing team at our company offsite retreat in Lake Tahoe. We were doing a trust fall exercise. Summer 2023.	Group photo at the summit of Mount Rainier after a long hike. July 2023.	Me and David hiking the trail to Grindelwald First in the Swiss Alps, August 2022.
Find the photo of my finished DIY bookshelf	Me proudly standing next to the bookshelf I built from scratch in the garage. Finished it in January 2024.	Assembling the IKEA bookshelf in the living room	The bookshelf filled with books	Photos of the unfinished bookshelf project	My parents' 40th wedding anniversary dinner at The Grand Hotel, August 12, 2023.	My daughter Chloe's first birthday party in our backyard, May 15, 2022.	Hiking the 'Angel's Landing' trail with college friends at Zion National Park, May 2021.	Playing board games with Alex and Chloe at their apartment, New Year's Eve 2023.
that time we made a mess painting the nursery	Painting the nursery a light blue color before Olivia was born, January 2024.	setting up the crib in the nursery	Olivia's baby shower	painting the kitchen yellow last year	Painting the nursery a light blue color before Liam was born. Spring 2023.	My proposal to Alex on the beach in Maui during sunset, October 2022.	Sunday morning making pancakes with my daughter, Chloe, in the kitchen, Feb 2024.	A video clip of the sunset timelapse I shot from our balcony, July 4th, 2023, with fireworks in the distance.
Getting messy carving pumpkins with the children	Carving pumpkins with the kids in the backyard for Halloween 2024.	The kids in their Halloween costumes trick-or-treating	Decorating the house for Halloween	Gardening in the backyard last summer	Photos of the sunset over the Grand Canyon during our road trip in summer 2023.	My husband Mark and I posing in front of the Colosseum in Rome, Italy. Summer vacation 2023.	The kids carving pumpkins on the back porch for Halloween 2023.	A video of the waterfall at Yosemite National Park during our family road trip, July 2022.
family photos from Grandma's house, fall 2023	Thanksgiving dinner with the whole family at Grandma's house, November 2023.	Christmas dinner at our house	Fourth of July barbecue	Thanksgiving 2022 at our place	Our marketing team winning the 'Project of the Year' award at the company offsite in Lake Tahoe, Winter 2021.	My wife Emily and I in front of the Eiffel Tower during our Paris trip, September 2023.	Celebrating our 10th wedding anniversary dinner at The French Laundry, Napa Valley, June 2023.	Hiking to the summit of Mount Fuji, Japan, with Sarah during our trip in August 2022.
My team after we finished Project Phoenix	My work team celebrating the successful 'Project Phoenix' launch with pizza and beer at the office, November 2023.	The company holiday party 2023	Team building retreat in the mountains	Project Phoenix planning whiteboard sessions	Team-building scavenger hunt during the company offsite in Austin, Texas. June 2023.	Baby Chloe taking her first steps in the hallway, January 2024.	Me holding up my new driver's license at the DMV, May 15, 2021.	Me and Sarah in front of the Eiffel Tower at night, Paris trip, September 2022.
the messy desk when I built my PC	My messy desk showing the new monitor setup, right after I built my PC, May 2023.	my clean desk after I organized everything	unboxing my new laptop	my work desk at the office	The kids, Maya and Leo, building an epic pillow fort in the living room on a rainy Saturday. March 2024.	Thanksgiving dinner at grandma's house, November 2022, with the whole family.	Walking through the crowded Nishiki Market in Kyoto, Japan. Rain-slicked streets. October 2023.	Painting the nursery a soft yellow color before Emily was born.
show me pictures of the bouncy castle party	Lily's 5th birthday party in the backyard, with the bouncy castle. July 2023.	Lily's first day of school	Tom's 5th birthday party	Our 4th of July BBQ last year	My wife Sarah and I watching the sunset from Oia, Santorini, Greece, on our anniversary trip in September 2023.	Our cat Mittens sleeping in a cardboard box that was way too small for her, hilarious photo from this afternoon.	Video of my daughter, Chloe, taking her first steps in the hallway, she was about 11 months old.	Our cat, Mittens, sleeping in a sunbeam on the new blue rug in the living room.
The family dinner for my mother's birthday in 2022	Celebrating Mom's 60th birthday at The Grand restaurant with the whole family, October 2022.	Dad's 60th birthday party	Our anniversary dinner at The Grand restaurant	Mom's birthday party at our house	Mom and Dad's 30th wedding anniversary dinner at The Grand Hotel, with the whole family. August 12, 2022.	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug, a quiet Tuesday afternoon.	Carving pumpkins with the kids in the kitchen for Halloween 2023.	My first successful pottery piece, the lopsided blue mug, from the community art class, Spring 2023.
The finished deck in the backyard	Photos of the backyard deck we built ourselves, project finished in May 2022.	Photos of us painting the living room	Working in the garden last summer	Assembling the new patio furniture	Presenting the Q3 project results at the company offsite in Lake Tahoe, September 2023.	Me and Sarah in front of the Eiffel Tower during our Paris trip, September 2023.	Receiving the 'Employee of the Year' award at the company holiday party, December 2021.	Making homemade pasta with Mom in the kitchen on a rainy Sunday afternoon, October 2023.
Our kitten playing in a box	Our new kitten, Milo, hiding in a cardboard box the day we brought him home, March 2024.	Our old cat, Jasper, sleeping on the chair	Our dog, Buster, playing in the yard	Milo sleeping in his cat bed a year later	My first successful sourdough bread, baked on a rainy Sunday morning in October 2023.	Celebrating David's 30th birthday with friends at The Olive Branch restaurant, last Saturday night.	Photos of me and my husband, David, watching the sunset from Oia, Santorini, Greece during our anniversary trip in September 2023.	Building the new bookshelf for the study, finished it last weekend.
Photos from the hike to Machu Picchu	Me, Sarah, and Mark hiking the Inca Trail to Machu Picchu, Peru, summer 2019.	My solo trip to Thailand	Family vacation to the Grand Canyon	Photos from Sarah's wedding	Hiking the Eagle Peak trail with David last autumn.	Me, Sarah, and Mark in front of the Fushimi Inari shrine in Kyoto, Japan, October 2022.	The moment Alex proposed to me on the beach in Maui at sunset. August 15, 2023.	Baby Leo's very first wobbly steps in the living room, January 15, 2024. He was so proud of himself!
The kids carving pumpkins for Halloween	The kids, Leo and Mia, carving pumpkins on the back porch for Halloween 2022, making a huge mess.	The kids in their Halloween costumes trick-or-treating	Decorating the Christmas tree	Carving the Thanksgiving turkey with my dad	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug.	Watching the sunset over the Grand Canyon during our family road trip in August 2021.	My cat, Mittens, curled up sleeping in a sunbeam on the new blue rug.	Me and Chloe at the Taylor Swift concert, MetLife Stadium, May 2023.
Mittens napping in the sun	Our cat, Mittens, curled up and sleeping in a sunbeam on the kitchen floor on a lazy Sunday afternoon.	Our dog, Buster, playing in the yard	Videos of Mittens playing with her toys	Family watching TV on a Sunday	Our cat, Mittens, sleeping in a sunbeam on the new blue rug in the living room.	Video of my son Leo riding his new red bike without stabilizers for the first time in Central Park, May 2023.	Hiking with Mark and Chloe at Zion National Park during our Utah road trip, Memorial Day weekend 2021.	Team dinner celebrating the 'Phoenix' project launch at 'The Italian Place', October 2023.
The wedding where I wore the blue dress	Giving my maid of honor speech at my sister Emily's wedding. The reception was at The Grand Hall, October 5th, 2024.	Emily's bachelorette party	My own wedding photos	My cousin Sarah's wedding	The finished backyard deck we built, with the new grill and patio furniture, Summer 2021.	The kids, Leo and Mia, building a massive sandcastle at Cannon Beach last summer.	Our cat, Mittens, napping in a sunbeam on the new blue couch, last Sunday afternoon.	Family vacation to Rome, Italy, July 2022. A picture of all of us in front of the Colosseum at sunset.
The guys' trip to Yosemite	Hiking with Mark and David at Yosemite National Park, September 15, 2024.	Camping trip at the beach with David	Hiking in Zion National Park	Ski trip to Colorado with Mark	Cooking homemade pizza with the kids on a rainy Saturday afternoon.	My sister Emily's wedding to Mark at the botanical gardens, June 12, 2021.	The whole family carving pumpkins on the back porch for Halloween 2021.	Baby Leo's first steps in our living room, January 12, 2025.
That beautiful sunset at our wedding	Sarah and Mike's wedding ceremony at the beach in Maui, Hawaii, June 15, 2022.	Our honeymoon in Bali	Photos from Sarah's bachelorette party	Mike's proposal at the restaurant	Sunday morning, making pancakes with my daughter, Chloe, in the kitchen.	Hiking with Sarah and Tom at Yosemite National Park, on the trail to Vernal Fall, August 2022.	Our cat, Mittens, curled up sleeping in a sunbeam on the living room rug, a quiet Tuesday afternoon.	Our cat, Mittens, napping in a sunbeam on the living room rug on a lazy Sunday afternoon.
Summer 2023 barbecue	Family barbecue for 4th of July at Grandma's house, 2023.	Thanksgiving dinner at Grandma's house	4th of July at the public park fireworks show	Christmas party 2023	Me and David in front of the Eiffel Tower during our anniversary trip to Paris, spring 2023.	Me and Sarah eating gelato in front of the Colosseum in Rome, Italy, during our summer trip in 2023.	The whole family around the dinner table for Thanksgiving at my parents' house, November 2023.	Our cat, Mittens, sleeping inside a cardboard box in the study.
Find the photos from Thanksgiving 2021	The whole family gathered around the dinner table for Thanksgiving, November 2021.	Christmas dinner 2021	Fourth of July barbecue in the backyard	Thanksgiving at Grandma's house in 2022	My brother and I building a snowman in the front yard after the big snowstorm of winter 2005.	Baby Leo taking his first steps in the living room, next to the brown couch. March 5, 2024.	Leo's first time riding his bike without training wheels at the local park, August 5th, 2023.	Team dinner at 'The Golden Spoon' restaurant after closing the big Q3 project, September 2023.
Find pictures from Thanksgiving 2024	The whole family gathered for Thanksgiving dinner at Grandma's house, November 2024.	Christmas morning opening presents	Fourth of July barbecue in the backyard	Easter egg hunt with the kids at the park	My team's 'Project Phoenix' launch party at the office, November 2023.	Our cat, Mittens, napping in a sunbeam on the living room rug on a lazy Sunday afternoon.	Family trip to Myrtle Beach, South Carolina in July 2022. The kids, Sam and Chloe, building a sandcastle by the ocean.	Hiking The Narrows with Sarah and Mark at Zion National Park, Utah, during our fall trip in October 2022.
that party downtown in July	Celebrating Chloe's 30th birthday at that rooftop bar downtown, July 2024.	my 30th birthday dinner	Chloe's wedding day	New Year's Eve party downtown	Celebrating Grandma Helen's 80th birthday party at The Olive Branch restaurant, June 2022.	Baby Leo taking his first steps in the living room, around his first birthday, November 2023.	Photos from my solo camping trip at Yosemite, watching the sunrise over Half Dome in June 2023.	My team winning the 'Best Project' award at the annual company offsite in San Diego, June 2023.
The National concert with Alex	Video of The National performing 'Bloodbuzz Ohio' live at the Greek Theatre. Alex and I were there, September 2024.	Listening to The National album at home	The music festival we went to in 2022	Alex's band playing at a local bar	Making homemade pasta with Grandma Rose in her kitchen, a Sunday afternoon in spring.	Me working on my pottery project, making a vase on the wheel in the community studio.	My first attempt at baking a sourdough bread loaf in the kitchen on a Saturday morning.	The finished sourdough bread I baked on Sunday morning, cooling on the kitchen counter. April 2024.
Kids carving pumpkins last Halloween	The kids, Emily and Tom, carving pumpkins on the back porch for Halloween 2023.	The kids in their Halloween costumes trick-or-treating	Dyeing Easter eggs	Family Thanksgiving dinner	Carving pumpkins with the kids in the kitchen for Halloween 2023.	Presenting my project at the annual company conference in Chicago, June 2023.	The whole family around the dinner table for Thanksgiving, November 2023. Dad is carving the turkey.	Presenting my project at the annual company offsite in Austin, Texas. October 2023.
The family Halloween party in 2023	The whole family dressed up for our annual Halloween party at our house, October 31, 2023. I was a vampire, the kids were ghosts.	The kids trick-or-treating in the neighborhood	Our Christmas party from 2023	My friend's costume party from last year	Our cat, Mittens, sleeping inside a cardboard box in the study. So typical!	The whole family gathered for Thanksgiving dinner at our house, 2023.	Hiking The Narrows in Zion National Park with my brother, David. We were waist-deep in the water. August 2022.	Audio recording of Grandma telling the story about how she met Grandpa. Recorded on my phone, July 4th, 2020.
Find pictures from our Thanksgiving feast	Grandma's famous turkey at Thanksgiving dinner, our house, November 2022.	Christmas dinner at Grandma's house	Eating turkey sandwiches the day after Thanksgiving	Our 4th of July barbecue from 2022	Photos of me and my husband, David, watching the sunset from Oia, Santorini, Greece during our anniversary trip in September 2023.	Sarah's first day of kindergarten, holding her 'First Day' sign on the front porch. September 5, 2022.	A video clip of the sunset timelapse I shot from our balcony, July 4th, 2023, with fireworks in the distance.	Leo's first time riding his bike without training wheels at Greenwillow Park, May 5, 2024.
That race I ran in 2023	Photo of me looking exhausted but happy, wearing my medal just after crossing the finish line at the Chicago Marathon, October 2023.	My training runs for the marathon	Me at the starting line of the 5k race	Receiving my college diploma	Liam taking his first steps in the living room, March 2024.	Me and Mom making her famous lasagna recipe in the kitchen on a rainy Sunday afternoon, October 2023.	Celebrating Mom's 60th birthday at The Grand restaurant with the whole family, October 2022.	Carving pumpkins with the kids in the kitchen for Halloween, October 30th, 2023.
Show me the vacation to the Greek islands with Sarah	Me and Sarah watching the sunset from our balcony in Santorini, Greece, during our anniversary trip in July 2022.	Family vacation in Italy	Watching the sunrise in Santorini	Sarah at the beach in Miami	Me, Sarah, and Ben hiking to see the waterfall at Zion National Park, July 2023.	Backyard BBQ with the neighbors for the 4th of July, watching the fireworks, 2023.	Our anniversary dinner at 'The Little Italy Bistro'. Mike gave me a necklace. August 28, 2024.	Me and Sarah with the Eiffel Tower in the background during our Paris trip, summer 2022.
building sandcastles in maui	Kids building a sandcastle on the beach in Maui, Hawaii. Family vacation, July 2023.	skiing trip to Colorado with the family	the kids at the community pool last weekend	our honeymoon in Maui before we had kids	Me making sourdough bread from scratch in the kitchen on a rainy Sunday morning in March.	My sister Emily's wedding to Mark at the botanical gardens, June 12, 2021.	Me crossing the finish line at the Chicago Marathon, October 2023. I look exhausted but happy.	My friends and I after finishing the city marathon, posing with our medals at the finish line, October 2023.
Prepping the nursery in spring 2022	Me and my husband painting the nursery a light blue before our daughter Maya was born, spring 2022.	Assembling the crib for Maya	Maya's baby shower	Painting the kitchen yellow	Baby Leo's first steps in the kitchen, January 12, 2024. He was walking from the couch to Dad.	Dad's 60th surprise birthday party at 'La Trattoria' Italian restaurant, November 12, 2022.	Our cat, Mittens, a fluffy calico, sleeping in a sunbeam on the living room rug on a quiet Sunday afternoon.	The whole family dressed up for our annual Halloween party at our house, October 31, 2023. I was a vampire, the kids were ghosts.
Anniversary trip 2023	My wife Sarah and I watching the sunset from Oia, Santorini, Greece, on our anniversary trip in September 2023.	Our honeymoon in Italy	Beach trip to Florida with the kids	Sunrise in Santorini	Me and my sister, Chloe, building a snowman in our backyard on a snow day, circa 1998.	Our cat, Mittens, sleeping inside an empty pizza box on the kitchen counter on a Tuesday night.	Me and my dad building the wooden deck in the backyard, finished in July 2022.	Watching the sunrise over Haleakalā volcano in Maui, Hawaii, during our summer vacation in July 2023.
That birthday party we had for Maya at the park.	Maya's 5th birthday party at the local park, with the unicorn-themed cake. July 2022.	Leo's 5th birthday party.	Maya's 4th birthday party at home.	Family picnic at the park, summer 2022.	Hiking to the summit of Mount Beacon with friends, enjoying the fall foliage, October 2022.	My daughter Lily's first attempt at giving herself a haircut, she only cut one chunk. August 2023.	Carving pumpkins with the kids in the backyard for Halloween 2023.	Photos from my weekend hiking trip up Mission Peak with the hiking club, last month.
Our anniversary trip to Paris	Me and Sarah in front of the Eiffel Tower at night, Paris trip, September 2022.	Our trip to Rome last year	Photos of the London Eye	Daytime photos from the Louvre museum	Our cat, Mittens, sleeping in a sunbeam on the new blue rug.	Hiking the Inca Trail to Machu Picchu, Peru with friends Alex and Maria, Day 3, May 2022.	My first attempt at baking a sourdough bread loaf in the kitchen on a Saturday morning.	Painting the walls of the nursery light blue before Olivia was born, spring 2022.
front row at the Eras Tour	Video clips from the front row of the Taylor Swift concert at MetLife Stadium, May 2023.	listening to Taylor Swift in the car	videos from the Beyonce concert	watching the Eras Tour movie at home	Before and after photos of our backyard deck renovation project, completed in Spring 2021.	Bringing home our golden retriever puppy, Max, for the first time. October 2023.	The whole family around the dinner table for Thanksgiving at Mom's house, November 2023.	Our cat, Jasper, sleeping in a sunbeam on the living room rug. A quiet Sunday morning.
When we went to that Michelin place on May 15th	Dinner at that new Michelin star restaurant, 'The Grove', for our anniversary, May 15, 2024.	Cooking dinner at home for our anniversary	Brunch with friends last weekend	Our anniversary trip to the beach	Going through old photo albums with Mom in the attic, finding pictures of my grandparents.	The whole family at Thanksgiving dinner at Grandma's house, 2023.	Our cat, Mittens, napping in a sunbeam on the living room rug.	The kids, Leo and Mia, making a mess carving pumpkins on the kitchen floor for Halloween 2022.
Our reunion in San Francisco last May	Group photo with my college friends Mark, Dave, and Chloe at the Golden Gate Bridge during our San Francisco reunion trip, May 2023.	Family trip to San Francisco in 2022	My college graduation photos with Mark and Dave	Hiking with Mark in Yosemite	Hiking with Alex and Chloe at Zion National Park, Utah, during our road trip in Fall 2022.	Game night with Mark, Emily, and Chloe at our apartment, last Saturday.	Before and after photos of me painting the guest bedroom from beige to a deep blue, Winter 2021.	My first successful sourdough loaf, cooling on the rack in the kitchen. The result of my 2020 pandemic baking project.
Playing Catan with my grandparents	Playing the board game 'Catan' with Grandma and Grandpa at their house during a rainy weekend last November.	Christmas dinner at Grandma's house	Playing video games with my brother	A sunny day at the park with the whole family	Leo's 5th birthday party, superhero theme, in our backyard, June 2023.	Celebrating New Year's Eve 2023 with my college friends at Mike's apartment in Brooklyn.	The whole family dressed up for our annual Halloween party at our house, October 31, 2023. I was a vampire, the kids were ghosts.	My daughter, Chloe, playing the violin at her winter recital at school, December 2023.
Work dinner last September	Team dinner at 'The Golden Spoon' restaurant after closing the big Q3 project, September 2023.	The company holiday party from December 2023	Team building retreat in the mountains	Lunch with my manager last week	Me and Sarah hiking the trail at Yosemite National Park during our trip in August 2023.	The kids carving pumpkins on the back porch for Halloween, October 2021.	Me and Sarah eating gelato in front of the Colosseum, Rome, Italy. July 2023.	At Mike and Emily's wedding, dancing with the bridesmaids. August 6, 2024, at the vineyard.
Show me pictures of us carving the turkey	The whole family together for Thanksgiving dinner at Grandma's house, 2022.	Christmas morning at our house	Easter egg hunt at the park in 2022	Grandma's 80th birthday party	Photo of me crossing the finish line at the New York City Marathon. So exhausted but so happy! November 2023.	Building the new bookshelf for the study, finished it last weekend.	My watercolor painting of the lighthouse from our trip to Maine, sitting on the easel in my studio.	Reading 'The Gruffalo' to my daughter, Chloe, before bedtime in her bedroom.
College reunion trip in May 2021	Hiking the 'Angel's Landing' trail with college friends at Zion National Park, May 2021.	Camping at Yosemite last year	Family trip to the Grand Canyon	Skiing in Colorado with friends	Our cat, Mittens, sleeping in a sunbeam on the kitchen floor on a Tuesday afternoon.	Our cat, Mittens, sleeping in a sunbeam on the new blue rug in the living room.	Hiking the Narrows with Sarah and Mark at Zion National Park, Utah, August 2022.	Hiking the trails at Yosemite National Park with my brother, Mike. May 2022.
Show me our Utah hiking trip	Hiking the 'Angel's Landing' trail with college friends at Zion National Park, May 2021.	Camping at Yosemite last year	Family trip to the Grand Canyon	Skiing in Colorado with friends	Me and Maya walking through the thousands of torii gates at Fushimi Inari Shrine in Kyoto, Japan. Spring 2022.	Our cat, Mittens, sleeping curled up in a clean laundry basket.	My and David's 5th wedding anniversary dinner at The French Laundry, September 2022.	Me and Sarah in front of Kinkaku-ji temple during our trip to Kyoto, Japan in Spring 2023.
Show me the recipe for that amazing apple pie	A clear photo of my Mom's handwritten apple pie recipe in her old, worn-out cookbook.	A picture of the apple pie we baked last week	My own recipe for lasagna	Dad's old collection of vinyl records	Me and Sarah in front of the Eiffel Tower during our Paris trip in spring 2023.	Video of Leo's first wobbly steps in the living room. May 8, 2024.	Baby Leo taking his first steps in the living room, March 5, 2024.	Receiving the 'Employee of the Year' award at the company holiday party, December 2021.
Project Phoenix celebration dinner	Team dinner at a steakhouse after we closed the big Project Phoenix deal. Downtown, March 2023.	The Project Phoenix kick-off meeting	Company holiday party 2023	Lunch with a client downtown	The moment David proposed to me under the Eiffel Tower during our trip to Paris, March 2024.	My finished sourdough bread loaf on the kitchen counter, looking golden brown, March 15, 2024.	Our family trip to Kyoto, Japan in Spring 2022, visiting the Fushimi Inari shrine with its red torii gates.	Video of baby Leo's first steps in the kitchen. He walked from the fridge to his mom, Sarah. Sometime around his first birthday, November 2023.
When David proposed in Paris	The moment David proposed to me under the Eiffel Tower during our trip to Paris, March 2024.	Our wedding day photos	Photos from our first date	Our anniversary trip to Rome	Sarah and Mike's wedding ceremony at the beach in Maui, Hawaii, June 15, 2022.	Team dinner at 'The Golden Spoon' restaurant after closing the big Q3 project, September 2023.	Watching the sunset over the ocean from our hotel balcony in Santorini, Greece, on our honeymoon, June 2021.	Video of baby Leo taking his first steps in the kitchen, around his 1st birthday in May 2023.
Family celebrating fourth of July at home	Dad grilling burgers in the backyard for our 4th of July BBQ, 2024.	Thanksgiving dinner at Grandma's house	Camping trip last summer	Dad fixing the car in the garage	Celebrating Maya's 30th birthday at The Rooftop Bar, downtown. August 12, 2023.	Thanksgiving dinner at Grandma's house, November 2023. The whole family was there.	Me holding my finished pottery vase from the ceramics class, final session, April 2024.	Me with a paintbrush, painting the nursery a light blue color before Noah was born, Spring 2023.
Cute photos of our cat sleeping	Our cat, Jasper, napping in a sunbeam on the kitchen floor.	Our dog, Buddy, playing in the yard	Jasper playing with his toy mouse	The family having dinner in the kitchen	Receiving the 'Innovator of the Year' award at the company's annual conference in Las Vegas, March 2023.	Our team winning the 'Innovator of the Year' award at the company offsite in Austin, TX, September 2022.	The finished sourdough bread I baked on Sunday morning, cooling on the kitchen counter. April 2024.	Liam taking his first steps in the kitchen, August 2023, video clip.
photos of us in front of the Colosseum	Me and Sarah eating gelato in front of the Colosseum, Rome, Italy, July 2023.	My solo trip to Paris	Eating pizza in Naples with my family	Pictures of the Trevi Fountain at night	Me and Sarah posing for a photo in front of the Colosseum in Rome, Italy, during our trip last summer (July 2023).	The day I bought my first car, a red Toyota Camry, posing in front of the dealership, August 2020.	Watching The Killers perform live at Madison Square Garden with Jessica, October 1, 2022.	Dinner at that new Michelin star restaurant, 'The Grove', for our anniversary, May 15, 2024.
Show me when I started baking sourdough	My first successful sourdough loaf, cooling on the kitchen counter. April 2020.	Baking Christmas cookies with my family	My failed attempts at making pasta from scratch	Photos of our vegetable garden from summer 2020	Our cat, Mittens, sleeping in a sunbeam on the living room rug, a quiet Tuesday afternoon.	My first attempt at baking a sourdough bread loaf in the kitchen on a Saturday morning.	Playing board games with Alex and Chloe at their apartment, New Year's Eve 2023.	The kids, Leo and Mia, hunting for Easter eggs in Grandma's backyard, April 2024.
find clips from the spring recital last year	Chloe's piano recital at the community center, she played 'Twinkle Twinkle Little Star', May 2023.	Chloe's soccer game last fall	video of Chloe's school play	Chloe practicing piano at home	Carving pumpkins with Mark and Chloe in Mark's garage for Halloween 2021.	Baby Leo's first steps in the living room, a shaky video from March 2024.	A quiet morning hike through the redwood forest near Muir Woods last fall.	Video of The National performing 'Bloodbuzz Ohio' live at the Greek Theatre. Alex and I were there, September 2024.
When we went to that fancy restaurant for our anniversary	Celebrating our 10th wedding anniversary at 'The French Laundry', Napa Valley, June 2023.	Our honeymoon in Italy	Sarah's 40th birthday party	Wine tasting tour in Sonoma with friends	Attending my cousin Jessica's wedding in Napa Valley, October 2023.	Me and Sarah watching the sunset from our balcony in Santorini, Greece, during our anniversary trip in July 2022.	Me crossing the finish line of the Chicago Marathon, completely exhausted and drenched in rain, October 2022.	My daughter Lily's first attempt at giving herself a haircut, she only cut one chunk. August 2023.
photos of me gardening in the backyard	Me working on the vegetable garden in the backyard, planting tomatoes, Spring 2023.	Harvesting vegetables in the fall	Landscaping the front yard	Me grilling in the backyard during summer	View from the summit of Mount Rainier during our hike, September 2021.	Hiking to the summit of Eagle Peak with Dad, watching the sunrise. Fall 2022.	Liam's first birthday party in our backyard with the blue elephant cake, August 2022.	Team dinner celebrating the 'Phoenix' project launch at 'The Italian Place', October 2023.
